명칭,우편번호,관리자,전화번호,주소,위도,경도,개요,문의 및 안내,규모,좌석수,주차 시설,어린이놀이방,개업일,영업시간,쉬는날,대표메뉴,취급메뉴,할인정보,금연/흡연,신용카드정보,포장가능,예약안내,상세정보,인허가번호
그루브,63011,,,제주특별자치도 제주시 한림로 333,33.3937681545,126.2400501768,"그루브는 협재해수욕장에 있는 비치카페다. 총 3개 층과 루프탑으로 구성되어 있으며 1층에서는 와인 샵도 함께 운영하고 있다. 카페에서 아름다운 협재 해변을 볼 수 있으며, 넓은 공간에서 요가를 하고 브런치를 즐기는 프로그램을 운영한다. 네이버 예약 시스템을 통해 하타요가, 빈야사요가, 필라테스 등 선택하여 예약할 수 있다. 제주크로플이 대표메뉴이고, 바다를 향한 통유리와 플랜테리어가 싱그러운 공간이다. 주변 여행지로 협재해수욕장, 금능해수욕장, 한림항 등이 있다.",064-796-3336,,,있음,0,,10:00 ~ 19:00,연중무휴,아인슈페너,"크로플, 그릭요거트볼, 슈림프그릴드치즈샌드위치, 브랙퍼스트와플 등",,,,,,,20200621433
하라케케,63571,,,제주특별자치도 서귀포시 속골로 29-10 팜빌리지,33.2426199585,126.5285812818,"하라케케는 서귀포 속골 팜빌리지 펜션 안에 있다. 범섬이 보이는 바다뷰 카페로 야외공간에 수영장이 있다. 방갈로, 파라솔 테이블도 마련되어 있다. 아침 8시에 오픈하여 주변에서 숙박하는 여행자들이 아침 식사를 할 수 있도록 블랙퍼스트 메뉴를 운영하며 펜션 투숙객에게는 할인 제공한다. 커피도 두 가지 타입 중 하나를 고를 수 있고 루프탑에 올라가 바다를 조망할 수 있다. 주변 여행지로 속골, 법환포구, 외돌개 등이 있다. 
※반려동물 동반 불가",0507-1311-0878,,,있음,0,,08:00 ~ 21:00,연중무휴,아메리카노,"말차라떼, 블루베리스무디 등",,,,,,,20190624372
삼매봉153,63594,,,제주특별자치도 서귀포시 남성중로153번길 15 서귀포시 삼매봉도서관,33.2448561932,126.5519736490,"삼매봉153은 서귀포 삼매봉도서관 앞에 있다. 삼매봉 도서관 식당으로 알려진 삼매봉153은 수준 높은 음식임에도 불구하고 저렴한 가격이어서 가성비 식당으로 소문이 나 있다. 특제 소스와 두 가지 치즈를 사용한 함박스테이크를 비롯해 수제 올리브짜장면, 제주산 돼지고기를 사용한 제주영귤탕수육 등 쉐프가 직접 공들인 메뉴를 제공한다. 근처 여행지로 기당미술관, 칠십리시공원, 천지연폭포, 서귀포예술의전당, 작가의 산책길 등이 있다.",064-762-1532,,,있음,0,,"11:30~19:30(브레이크 타임 14:30~17:00, 라스트 오더 14:00, 19:00)",일요일,삼매봉수제돈까스,"수제함박스테이크, 비빔밥, 해물짬뽕, 짜장면, 탕수육 등",,,,,,,20010631471
카페지니,63612,,,제주특별자치도 서귀포시 공천포로11번길 19,33.2648998349,126.6406544039,"카페지니는 서귀포 공천포구에 있다. 제주 여성 1호 제과 기능장이 만든 다양한 베이커리류를 선보이는 카페로 2층 단독 건물이며 깔끔한 인테리어에 넓은 공간이 특징이다. 모든 빵은 천연발효종으로 72시간 저온 숙성하여 만들고, 다양한 수제청과 소스도 모두 수제로 만들어 제공한다. 올레길 5코스가 지나는 길에 있으며 주변에 숙박하는 여행자들이 아침을 먹기 위해 들르거나 쉬어가기 좋은 곳이다. 주변 여행지로 쇠소깍, 위미동백군락지, 위미항 등이 있다.",064-733-6798,,,포구 주차선,0,,10:00~22:00,월요일,오렌지파운드,"공천포에이드, 에스프레소, 아메리카노, 치즈소보로 등",,,,,,,20140631516
미도리제주,63069,,,제주특별자치도 제주시 우령4길 51층,33.4884106812,126.4304120510,미도리제주는 제주 공항 근처 외도동 골목 안쪽에 있다. 타일 바닥과 간유리를 통해 들어오는 빛과 조명이 내부 공간을 부드럽고 차분하게 만들어 소박한 일본 가정식 전문 음식점으로 잘 어울린다. 생강연어구이정식과 부타가쿠니가 대표메뉴로 부타가쿠니는 제주산 돼지고기를 사용한 일식 삼겹살 조림과 반찬 3종으로 구성되어 있다. 영업시간은 10시에서 오후 5시로 사실상 점심 영업 위주이므로 휴무일과 영업시간을 확인하고 방문하는 것이 좋다. 주변 여행지로 알작지 해변이 있다.,064-901-5635,,,없음,0,,10:00~17:00,"월, 화요일",생강연어구이정식,"부타가쿠니, 참마연어구이덮밥, 유자고등어구이정식 등",,,,,,,20180621580
수바루,63070,,,제주특별자치도 제주시 우령2길 19-1,33.4875302450,126.4317952835,"수바루는 제주시 외도동 부영아파트 앞 골목에 있다. 30년 초밥 장인이 제공하는 다양한 회와 초밥, 롤을 맛볼 수 있는 곳으로 가성비 맛집으로 알려져 있다. 소박한 내부에는 바가 있어서 장인이 초밥 잡는 모습을 직접 보며 오마카세를 즐길 수 있다. 참치 뱃살을 포함해 다양한 제철 생선회와 구이도 맛볼 수 있다. 주변 여행지로 내도 알작지 해변, 연대포구, 월대천, 이호테우해수욕장 등이 있다.",064-712-0078,,,없음,0,,16:00~24:00,연중무휴,모듬초밥,"오마카세, 활어초밥, 참치초밥, 새우튀김, 삼치회 등",,,,,,,20100627890
신의한모,63053,,,제주특별자치도 제주시 하귀14길 11-1,33.4854162200,126.4084140316,"신의한모는 제주 하귀, 항포포구에 있다. 제주의 콩과 물로 두부를 만들고 이를 이용해 두부 요리를 선보인다. 특히 이자카야를 운영했던 셰프의 솜씨가 들어간 일식 두부 음식이 화려하다. 일본 에도시대부터 두부를 생산해 온 센다이 지역에서 배워 온 오보로도후(순두부)를 시그니처라 할 수 있으며 중화식 마파두부, 한식 비지빈대떡 등 다양한 두부 음식을 맛볼 수 있다. 주변 여행지로 알작지 해변, 수산봉, 월대천, 이호테우 해수욕장 등이 있다.",064-712-9642,,,있음,0,,"11:30~21:00(브레이크 타임 15:00~17:30, 라스트 오더 14:50, 20:20)",월요일,,,,,,,,,20150627617
이돈갓,63277,,,제주특별자치도 제주시 칠성로길 27,33.5145343053,126.5257892768,"이돈갓 본점은 제주 원도심 칠성로에 있다. 제주산 돈육만을 사용하여 식물성 기름에 튀겨내는 일본식 돈가스로 제주도 내 4개점이 있다. 제주 전통의 쇼핑 거리인 칠성토에 있고, 가성비도 좋은 편이라 근처 상인들과 도민들이 많이 찾는다. 식사를 하다 보면 직접 고기를 두드리는 소리가 들리는 수제 돈가스집으로 두툼한 돈가스 메뉴와 함께 우동, 나베 등을 제공하며 우동과 돈가스 사이즈에 따라 우동세트와 정식으로 구분한다. 주변 여행지로 제주 원도심, 관덕정, 동문시장 등이 있다.",064-722-6427,,,없음,0,,11:00~20:00(라스트 오더19:30),월요일,이돈갓정식,"돈까스 우동세트, 나베우동세트, 돈까스나베, 새우튀김우동 등",,,,,,,20010627233
피어22,63010,,,제주특별자치도 제주시 금능7길 22 금능어촌계복지회관,33.3899683822,126.2277846613,"피어22는 제주 금능포구에 있다. 금능어촌계마을회관 건물을 개조한 식당으로 해산물 찜이 유명하다. 대표메뉴는 '태왁'으로 해녀가 물질할 때 채집한 해산물을 담는 그물망에서 따온 이름이다. 태왁은 딱새우찜으로 감자, 콩, 조개, 소시지 등이 포함되어 있으며 두 가지 소스와 함께 나온다. 양동이에 나오는 해산물 찜을 테이블에 부어놓고 나무망치로 두드려 껍데기를 깨 먹는 방식으로 취향에 따라 부재료를 추가할 수 있다. 주변 여행지로 협재해수욕장, 금능해수욕장, 비양도 등이 있다.",064-796-7787,,,있음,0,,"11:00~21:00(브레이크 타임 15:30~17:00, 라스트 오더 15:00, 19:30)",연중무휴,태왁(딱새우찜),"뽈뽀, 딱새우라면, 빵과 토마토, 랍스터홀, 불턱 등",,,,,,,20160627157
트라이브,63043,,,제주특별자치도 제주시 애월로 11,33.4600591587,126.3112758307,"트라이브는 제주시 애월읍 한담공원에서 해변 방향 골목길에 있다. 애월 카페거리와 떨어져 있어 조용히 바다를 조망하기 좋으며 심플한 노출콘크리트의 카페 외관과는 달리 카페 내부는 라탄과 카펫, 라크라메 등 이국적인 분위기로 꾸며져 있다. 수플레 맛집으로 유명하며, 카페 메뉴는 오후 8시 30분까지 마감하고 저녁 6시부터는 위스키&칵테일 뮤직바로 운영한다. 주변 여행지로 곽지과물해변, 애월항, 금성포구 등이 있다.",0507-1351-1031,,,없음,0,,카페 09:00 ~ 20:30 / 위스키 칵테일 뮤직바 18:00 ~ 24:00,수요일-카페만 운영,수플레 한라봉 / 돌하르방,"수플레 한라산/동백, 한라봉소르베에이드, 마카롱세트, 아메리카노 등",,,,,,,20170627404
장모식탁,63228,,,제주특별자치도 제주시 연신로 51,33.4968782641,126.5469489499,"장모식탁은 제주시 이도이동, 한마음병원 앞에 있다. 푸짐한 상차림을 맛볼 수 있는 돌솥밥 전문점으로 장모정식의 경우 전복돌솥밥, 찌개, 간장게장, 전복장, 제육볶음과 함께 다양한 밑반찬이 나온다. 
전복장과 간장게장 맛집으로 인터넷 쇼핑몰을 통해 구매할 수도 있다. 오전 9시부터 영업하므로 아침식사를 할 수 있으며, 가격 대비 음식이 푸짐하여 현지인들도 많이 찾는 맛집이다. 주변 여행지로 제주도민속자연사박물관, 사라봉, 별도봉 등이 있다.",064-805-7158,,,있음,0,,09:00 ~ 20:00 (19:30 라스트오더),매주 일요일 정기휴무,장모정식,"돌솥밥, 곤드레돌솥밥, 간장게장 등",,,,,,,20140627941
우무,63169,,,제주특별자치도 제주시 관덕로8길 40-1,33.5098597848,126.5233979240,"우무는 제주시 한림읍 옹포리에 있다. 우무는 우뭇가사리를 뜻하며 해녀가 채취한 우웃가사리를 오래 끓여 수제 푸딩을 만든다. 보통의 푸딩보다 더 부드럽고, 가볍게 디저트로 먹기 좋다. 커스터드 푸딩, 말차푸딩, 초코푸딩, 우도땅콩푸딩을 테이크아웃으로 판매하며 푸딩의 인기로 제주블루보틀, 편의점 등과 콜라보레이션한 제주 로컬 브랜드이다. 근처 여행지로 제주 원도심, 한림항, 협재해수욕장 등이 있다.",010-4471-0064,,,없음(주변 공영주차장 이용),0,,09:00 ~ 20:00,연중무휴,커스터드 푸딩,"말차푸딩, 초코푸딩, 우도땅콩 푸딩",,,,,,,20190622572
애월더선셋,63034,,,제주특별자치도 제주시 일주서로 6111,33.4562095496,126.3090427778,"애월더선셋은 한담해변산책로 위쪽 일주서로에 있다. 바다가 보이는 작은 브런치 카페인데 차림새도 화려하고 카페 내부, 외부, 루프탑 어디에서나 풍경이 좋아 여행자들의 포토존 카페이기도 하다. 카페 아래쪽의 해안 산책로와 이를 걷는 사람들을 구경할 수 있고, 일몰에는 바다 노을이 아름답다. 애월더선셋 리조트와 애월더힐을 함께 운영하고 있으며, 주변 여행지로 곽지해수욕장, 한담해안산책로(장한철산책로), 연화지 등이 있다.",064-799-5943,,,있음,0,,10:00 ~ 20:00 (라스트 오더 19:30),연중무휴,치즈오믈렛,"생과일프렌치토스트, 아메리카노, 계절샐러드 등",,,,,"주말,공휴일,당일 예약 받지 않음",,20150628257
비양놀,63023,,,제주특별자치도 제주시 한림해안로 311,33.4290090665,126.2635167927,"비양놀은 한림 해안로 평수포구에 있는 카페다. 비양도가 그림처럼 펼쳐져 있는 오션뷰 카페로 특히 일몰에는 비양도로 떨어지는 노을이 멋지다. 인테리어도 독특하여 모던한 테이블과 의자, 엔틱한 가구와 그림들이 믹스매치 되어 있는 공간으로 중정이 시원하고 높으며 벽면은 노출콘크리트와 벽돌, 바닥은 나무 데크로 마감되어 있다. 여행자들에게는 스콘 맛집으로도 알려져 있고 주변 여행지로 제주체험마을, 한림항, 비양도, 협재해수욕장 등이 있다.",0507-1328-4962,,,있음,0,,11:00 ~ 20:00 (19:30 라스트오더),연중무휴,아메리카노,"카페라떼, 레드향에이드, 스콘 등",,,,,,,20200622174
그계절,63350,,,제주특별자치도 제주시 한동로 1191동,33.5320204007,126.8185162288,"그계절은 제주 구좌읍 평대리해변에서 골목 안쪽에 있다. 작은 식물원에 온 것 같기도 하고, 식물을 좋아하는 화가의 작업실 같기도 한 독특한 플랜테리어 카페이다. 사진 찍기에 좋고, 특히 햇빛이 잘 들어오는 출입문은 이 집의 대표적인 포토존이다. 바질토스트, 여름방학, 언젠가여름 같은 메뉴가 시그니처로 화려한 색감의 차림새가 카페 분위기와 어울린다. 주변 여행지로 평대리해변, 세화해수욕장, 코난해변 등이 있다.",010-3140-3121,,,있음,0,,11:00 ~ 17:30,휴무 시 인스타 공지,아메리카노,"바질토스트, 여름방학, 언젠가여름, 카페라떼, 바닐라라떼, 밀크티 등",,,,,,,20170628680
젬마손,63289,,,제주특별자치도 제주시 진동로 3 건하주택,33.5193788962,126.5686021115,"젬마손은 화북 제주동중학교 길 건너편 건하주택 1층에 있다. 몸국, 족탕, 순댓국, 국수 등 국물이 진하고 맛있는 도민 맛집으로, 외지인들에게는 고기국수, 비빔국수가 유명하다. 비빔국수는 고기를 갈아 넣은 양념장과 오이채, 무생채를 올려 나오는데, 국수와 고기, 야채를 함께 먹는 독특한 식감과 맵지 않고 달콤 매콤한 맛으로 인기다. 모든 메뉴의 손맛이 좋고, 오픈되어 있는 주방도 깔끔하게 잘 관리하고 있다. 주변 여행지로 삼양검은모래해변, 화북포구 등이 있다.",064-755-1887,,,없음,0,,11:00 ~ 02:00 (14:00 ~17:00 브레이크타임),연중무휴,고기국수,"멸치국수, 비빔국수, 비빔밥, 족탕, 몸국, 순대 등",,,,,,,20050627385
차롱전복칼국수,63114,,,제주특별자치도 제주시 서해안로 468-41층,33.5185332833,126.4894034608,"차롱전복칼국수는 제주 용담해안도로 어영마을 정류장 앞에 있다. '차롱'은 바구니를 뜻하며 1인분씩 쟁반 대신 차롱에 담아 내온다. 전복 내장을 쓴 진한 국물에 미역과 전복을 넣고 직접 뽑은 칼국수 면발로 끓인 전복 칼국수, 뭉근하게 끓인 전복죽은 아침 식사하기 좋다. 사장님의 튀김 솜씨가 좋으며, 후식으로 제공하는 착즙 주스도 100% 제주산 제철 밀감류를 사용한다. 식당의 노란색 외관은 눈에 잘 띄며, 실내는 깔끔하다. 주문은 키오스크를 통해서 하면 된다. 식당 뒤쪽으로 주차장이 있다. 주변 여행지로 용연계곡, 무지개해안도로, 도두봉 등이 있다.",0507-1399-5533,,,있음,0,,10:00 ~ 20:00 (19:30 라스트오더),일요일,차롱전복칼국수,"차롱전복죽, 한치튀김, 전복튀김 등",,,,,,,20190620880
카페한라산,63362,,,제주특별자치도 제주시 면수1길 48,33.5247497020,126.8629764281,"카페한라산은 제주시 구좌읍 세화해수욕장 근처에 있는 세화해변 오션뷰 카페다. 80년대 주택을 개조한 카페로 해안도로에 위치해 있다. 카페의 창문으로 바다가 보인다. 두 개 동으로 나뉘어 있으며, 텔레비전 모양의 포토존으로 유명하다. 내부는 식물과 빈티지한 소품들로 장식해 놓았다. 다양한 음료와 커피, 차가 있고 당근 케이크도 맛있다. 주변 여행지로 세화해수욕장, 비자림, 하도해수욕장, 평대해변, 토끼섬 등이 있다.",064-783-1522,,,없음,0,,09:30 ~ 21:00,연중무휴,제주당근케이크,"아메리카노, 한라봉온차, 한라봉냉차 등",,,,,,"화장실:남녀 구분
",20170628169
